"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Aitkin County, MN"	"27001"	"2016"	"2016"	"45-54 years"	"45-54"	13	1870	695.19 (Unreliable)
	"Aitkin County, MN"	"27001"	"2016"	"2016"	"55-64 years"	"55-64"	27	2866	942.08
	"Aitkin County, MN"	"27001"	"2016"	"2016"	"65-74 years"	"65-74"	46	2867	1604.46
	"Aitkin County, MN"	"27001"	"2016"	"2016"	"75-84 years"	"75-84"	66	1458	4526.75
	"Aitkin County, MN"	"27001"	"2016"	"2016"	"85+ years"	"85+"	81	519	15606.94
	"Aitkin County, MN"	"27001"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"1999"	"1999"	"< 1 year"	"1"	21	4170	503.60
	"Anoka County, MN"	"27003"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	18151	Suppressed
	"Anoka County, MN"	"27003"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	24562	Suppressed
	"Anoka County, MN"	"27003"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	24674	Suppressed
	"Anoka County, MN"	"27003"	"1999"	"1999"	"15-19 years"	"15-19"	14	21759	64.34 (Unreliable)
	"Anoka County, MN"	"27003"	"1999"	"1999"	"20-24 years"	"20-24"	11	16484	66.73 (Unreliable)
	"Anoka County, MN"	"27003"	"1999"	"1999"	"25-34 years"	"25-34"	25	44598	56.06
	"Anoka County, MN"	"27003"	"1999"	"1999"	"35-44 years"	"35-44"	77	56412	136.50
	"Anoka County, MN"	"27003"	"1999"	"1999"	"45-54 years"	"45-54"	97	39360	246.44
	"Anoka County, MN"	"27003"	"1999"	"1999"	"55-64 years"	"55-64"	181	22619	800.21
	"Anoka County, MN"	"27003"	"1999"	"1999"	"65-74 years"	"65-74"	272	12497	2176.52
	"Anoka County, MN"	"27003"	"1999"	"1999"	"75-84 years"	"75-84"	358	6503	5505.15
	"Anoka County, MN"	"27003"	"1999"	"1999"	"85+ years"	"85+"	270	1810	14917.13
	"Anoka County, MN"	"27003"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2000"	"2000"	"< 1 year"	"1"	22	4217	521.70
	"Anoka County, MN"	"27003"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	18405	Suppressed
	"Anoka County, MN"	"27003"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	24647	Suppressed
	"Anoka County, MN"	"27003"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	24854	Suppressed
	"Anoka County, MN"	"27003"	"2000"	"2000"	"15-19 years"	"15-19"	11	21864	50.31 (Unreliable)
	"Anoka County, MN"	"27003"	"2000"	"2000"	"20-24 years"	"20-24"	14	16981	82.45 (Unreliable)
	"Anoka County, MN"	"27003"	"2000"	"2000"	"25-34 years"	"25-34"	32	44575	71.79
	"Anoka County, MN"	"27003"	"2000"	"2000"	"35-44 years"	"35-44"	70	57058	122.68
	"Anoka County, MN"	"27003"	"2000"	"2000"	"45-54 years"	"45-54"	106	40813	259.72
	"Anoka County, MN"	"27003"	"2000"	"2000"	"55-64 years"	"55-64"	182	23591	771.48
	"Anoka County, MN"	"27003"	"2000"	"2000"	"65-74 years"	"65-74"	279	12622	2210.43
	"Anoka County, MN"	"27003"	"2000"	"2000"	"75-84 years"	"75-84"	388	6597	5881.46
	"Anoka County, MN"	"27003"	"2000"	"2000"	"85+ years"	"85+"	289	1860	15537.63
	"Anoka County, MN"	"27003"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2001"	"2001"	"< 1 year"	"1"	20	4446	449.84
	"Anoka County, MN"	"27003"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	18328	Suppressed
	"Anoka County, MN"	"27003"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	24529	Suppressed
	"Anoka County, MN"	"27003"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	25441	Suppressed
	"Anoka County, MN"	"27003"	"2001"	"2001"	"15-19 years"	"15-19"	10	22227	44.99 (Unreliable)
	"Anoka County, MN"	"27003"	"2001"	"2001"	"20-24 years"	"20-24"	14	17746	78.89 (Unreliable)
	"Anoka County, MN"	"27003"	"2001"	"2001"	"25-34 years"	"25-34"	31	44028	70.41
	"Anoka County, MN"	"27003"	"2001"	"2001"	"35-44 years"	"35-44"	67	57750	116.02
	"Anoka County, MN"	"27003"	"2001"	"2001"	"45-54 years"	"45-54"	125	43259	288.96
	"Anoka County, MN"	"27003"	"2001"	"2001"	"55-64 years"	"55-64"	186	24730	752.12
	"Anoka County, MN"	"27003"	"2001"	"2001"	"65-74 years"	"65-74"	306	13260	2307.69
	"Anoka County, MN"	"27003"	"2001"	"2001"	"75-84 years"	"75-84"	382	7008	5450.91
	"Anoka County, MN"	"27003"	"2001"	"2001"	"85+ years"	"85+"	297	2071	14340.90
	"Anoka County, MN"	"27003"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2002"	"2002"	"< 1 year"	"1"	12	4267	281.23 (Unreliable)
	"Anoka County, MN"	"27003"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	18380	Suppressed
	"Anoka County, MN"	"27003"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	24311	Suppressed
	"Anoka County, MN"	"27003"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	25646	Suppressed
	"Anoka County, MN"	"27003"	"2002"	"2002"	"15-19 years"	"15-19"	12	22396	53.58 (Unreliable)
	"Anoka County, MN"	"27003"	"2002"	"2002"	"20-24 years"	"20-24"	19	18408	103.22 (Unreliable)
	"Anoka County, MN"	"27003"	"2002"	"2002"	"25-34 years"	"25-34"	25	43681	57.23
	"Anoka County, MN"	"27003"	"2002"	"2002"	"35-44 years"	"35-44"	68	57610	118.04
	"Anoka County, MN"	"27003"	"2002"	"2002"	"45-54 years"	"45-54"	131	44141	296.78
	"Anoka County, MN"	"27003"	"2002"	"2002"	"55-64 years"	"55-64"	201	26623	754.99
	"Anoka County, MN"	"27003"	"2002"	"2002"	"65-74 years"	"65-74"	268	13758	1947.96
	"Anoka County, MN"	"27003"	"2002"	"2002"	"75-84 years"	"75-84"	408	7319	5574.53
	"Anoka County, MN"	"27003"	"2002"	"2002"	"85+ years"	"85+"	304	2162	14061.05
	"Anoka County, MN"	"27003"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2003"	"2003"	"< 1 year"	"1"	19	4222	450.02 (Unreliable)
	"Anoka County, MN"	"27003"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	18163	Suppressed
	"Anoka County, MN"	"27003"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	24013	Suppressed
	"Anoka County, MN"	"27003"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	25661	Suppressed
	"Anoka County, MN"	"27003"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	22796	Suppressed
	"Anoka County, MN"	"27003"	"2003"	"2003"	"20-24 years"	"20-24"	16	18912	84.60 (Unreliable)
	"Anoka County, MN"	"27003"	"2003"	"2003"	"25-34 years"	"25-34"	36	43293	83.15
	"Anoka County, MN"	"27003"	"2003"	"2003"	"35-44 years"	"35-44"	62	56864	109.03
	"Anoka County, MN"	"27003"	"2003"	"2003"	"45-54 years"	"45-54"	124	45588	272.00
	"Anoka County, MN"	"27003"	"2003"	"2003"	"55-64 years"	"55-64"	192	28111	683.01
	"Anoka County, MN"	"27003"	"2003"	"2003"	"65-74 years"	"65-74"	267	14355	1859.98
	"Anoka County, MN"	"27003"	"2003"	"2003"	"75-84 years"	"75-84"	364	7570	4808.45
	"Anoka County, MN"	"27003"	"2003"	"2003"	"85+ years"	"85+"	323	2315	13952.48
	"Anoka County, MN"	"27003"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2004"	"2004"	"< 1 year"	"1"	20	4425	451.98
	"Anoka County, MN"	"27003"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	18135	Suppressed
	"Anoka County, MN"	"27003"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	23924	Suppressed
	"Anoka County, MN"	"27003"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	25748	Suppressed
	"Anoka County, MN"	"27003"	"2004"	"2004"	"15-19 years"	"15-19"	15	23325	64.31 (Unreliable)
	"Anoka County, MN"	"27003"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	18985	Suppressed
	"Anoka County, MN"	"27003"	"2004"	"2004"	"25-34 years"	"25-34"	33	43792	75.36
	"Anoka County, MN"	"27003"	"2004"	"2004"	"35-44 years"	"35-44"	55	56311	97.67
	"Anoka County, MN"	"27003"	"2004"	"2004"	"45-54 years"	"45-54"	130	47284	274.93
	"Anoka County, MN"	"27003"	"2004"	"2004"	"55-64 years"	"55-64"	204	29473	692.16
	"Anoka County, MN"	"27003"	"2004"	"2004"	"65-74 years"	"65-74"	263	14906	1764.39
	"Anoka County, MN"	"27003"	"2004"	"2004"	"75-84 years"	"75-84"	385	7911	4866.64
	"Anoka County, MN"	"27003"	"2004"	"2004"	"85+ years"	"85+"	309	2424	12747.52
	"Anoka County, MN"	"27003"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2005"	"2005"	"< 1 year"	"1"	24	4320	555.56
	"Anoka County, MN"	"27003"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	18187	Suppressed
	"Anoka County, MN"	"27003"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	23871	Suppressed
	"Anoka County, MN"	"27003"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	25583	Suppressed
	"Anoka County, MN"	"27003"	"2005"	"2005"	"15-19 years"	"15-19"	13	23842	54.53 (Unreliable)
	"Anoka County, MN"	"27003"	"2005"	"2005"	"20-24 years"	"20-24"	11	18903	58.19 (Unreliable)
	"Anoka County, MN"	"27003"	"2005"	"2005"	"25-34 years"	"25-34"	29	43341	66.91
	"Anoka County, MN"	"27003"	"2005"	"2005"	"35-44 years"	"35-44"	60	55744	107.63
	"Anoka County, MN"	"27003"	"2005"	"2005"	"45-54 years"	"45-54"	125	49132	254.42
	"Anoka County, MN"	"27003"	"2005"	"2005"	"55-64 years"	"55-64"	195	30981	629.42
	"Anoka County, MN"	"27003"	"2005"	"2005"	"65-74 years"	"65-74"	266	15262	1742.89
	"Anoka County, MN"	"27003"	"2005"	"2005"	"75-84 years"	"75-84"	401	8136	4928.71
	"Anoka County, MN"	"27003"	"2005"	"2005"	"85+ years"	"85+"	350	2528	13844.94
	"Anoka County, MN"	"27003"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2006"	"2006"	"< 1 year"	"1"	19	4402	431.62 (Unreliable)
	"Anoka County, MN"	"27003"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	18018	Suppressed
	"Anoka County, MN"	"27003"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	23935	Suppressed
	"Anoka County, MN"	"27003"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	25447	Suppressed
	"Anoka County, MN"	"27003"	"2006"	"2006"	"15-19 years"	"15-19"	15	24178	62.04 (Unreliable)
	"Anoka County, MN"	"27003"	"2006"	"2006"	"20-24 years"	"20-24"	11	18938	58.08 (Unreliable)
	"Anoka County, MN"	"27003"	"2006"	"2006"	"25-34 years"	"25-34"	27	43118	62.62
	"Anoka County, MN"	"27003"	"2006"	"2006"	"35-44 years"	"35-44"	70	54799	127.74
	"Anoka County, MN"	"27003"	"2006"	"2006"	"45-54 years"	"45-54"	124	51086	242.73
	"Anoka County, MN"	"27003"	"2006"	"2006"	"55-64 years"	"55-64"	196	32316	606.51
	"Anoka County, MN"	"27003"	"2006"	"2006"	"65-74 years"	"65-74"	250	16188	1544.35
	"Anoka County, MN"	"27003"	"2006"	"2006"	"75-84 years"	"75-84"	380	8503	4469.01
	"Anoka County, MN"	"27003"	"2006"	"2006"	"85+ years"	"85+"	300	2662	11269.72
	"Anoka County, MN"	"27003"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2007"	"2007"	"< 1 year"	"1"	19	4618	411.43 (Unreliable)
	"Anoka County, MN"	"27003"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	17953	Suppressed
	"Anoka County, MN"	"27003"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	23818	Suppressed
	"Anoka County, MN"	"27003"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	25228	Suppressed
	"Anoka County, MN"	"27003"	"2007"	"2007"	"15-19 years"	"15-19"	13	24373	53.34 (Unreliable)
	"Anoka County, MN"	"27003"	"2007"	"2007"	"20-24 years"	"20-24"	16	18459	86.68 (Unreliable)
	"Anoka County, MN"	"27003"	"2007"	"2007"	"25-34 years"	"25-34"	31	43075	71.97
	"Anoka County, MN"	"27003"	"2007"	"2007"	"35-44 years"	"35-44"	51	53248	95.78
	"Anoka County, MN"	"27003"	"2007"	"2007"	"45-54 years"	"45-54"	130	52622	247.04
	"Anoka County, MN"	"27003"	"2007"	"2007"	"55-64 years"	"55-64"	189	33744	560.10
	"Anoka County, MN"	"27003"	"2007"	"2007"	"65-74 years"	"65-74"	263	17029	1544.42
	"Anoka County, MN"	"27003"	"2007"	"2007"	"75-84 years"	"75-84"	381	8789	4334.96
	"Anoka County, MN"	"27003"	"2007"	"2007"	"85+ years"	"85+"	323	2811	11490.57
	"Anoka County, MN"	"27003"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2008"	"2008"	"< 1 year"	"1"	25	4462	560.29
	"Anoka County, MN"	"27003"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	18008	Suppressed
	"Anoka County, MN"	"27003"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	23771	Suppressed
	"Anoka County, MN"	"27003"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	24893	Suppressed
	"Anoka County, MN"	"27003"	"2008"	"2008"	"15-19 years"	"15-19"	Suppressed	24368	Suppressed
	"Anoka County, MN"	"27003"	"2008"	"2008"	"20-24 years"	"20-24"	10	18499	54.06 (Unreliable)
	"Anoka County, MN"	"27003"	"2008"	"2008"	"25-34 years"	"25-34"	23	43025	53.46
	"Anoka County, MN"	"27003"	"2008"	"2008"	"35-44 years"	"35-44"	55	51241	107.34
	"Anoka County, MN"	"27003"	"2008"	"2008"	"45-54 years"	"45-54"	153	54032	283.17
	"Anoka County, MN"	"27003"	"2008"	"2008"	"55-64 years"	"55-64"	214	35159	608.66
	"Anoka County, MN"	"27003"	"2008"	"2008"	"65-74 years"	"65-74"	325	17999	1805.66
	"Anoka County, MN"	"27003"	"2008"	"2008"	"75-84 years"	"75-84"	384	9023	4255.79
	"Anoka County, MN"	"27003"	"2008"	"2008"	"85+ years"	"85+"	401	2947	13607.06
	"Anoka County, MN"	"27003"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2009"	"2009"	"< 1 year"	"1"	21	4408	476.41
	"Anoka County, MN"	"27003"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	17976	Suppressed
	"Anoka County, MN"	"27003"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	23770	Suppressed
	"Anoka County, MN"	"27003"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	24569	Suppressed
	"Anoka County, MN"	"27003"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	24304	Suppressed
	"Anoka County, MN"	"27003"	"2009"	"2009"	"20-24 years"	"20-24"	Suppressed	18535	Suppressed
	"Anoka County, MN"	"27003"	"2009"	"2009"	"25-34 years"	"25-34"	24	43458	55.23
	"Anoka County, MN"	"27003"	"2009"	"2009"	"35-44 years"	"35-44"	64	49315	129.78
	"Anoka County, MN"	"27003"	"2009"	"2009"	"45-54 years"	"45-54"	152	55430	274.22
	"Anoka County, MN"	"27003"	"2009"	"2009"	"55-64 years"	"55-64"	222	36599	606.57
	"Anoka County, MN"	"27003"	"2009"	"2009"	"65-74 years"	"65-74"	286	19006	1504.79
	"Anoka County, MN"	"27003"	"2009"	"2009"	"75-84 years"	"75-84"	384	9248	4152.25
	"Anoka County, MN"	"27003"	"2009"	"2009"	"85+ years"	"85+"	356	3017	11799.80
	"Anoka County, MN"	"27003"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2010"	"2010"	"< 1 year"	"1"	16	4327	369.77 (Unreliable)
	"Anoka County, MN"	"27003"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	18012	Suppressed
	"Anoka County, MN"	"27003"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	23789	Suppressed
	"Anoka County, MN"	"27003"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	24359	Suppressed
	"Anoka County, MN"	"27003"	"2010"	"2010"	"15-19 years"	"15-19"	18	23735	75.84 (Unreliable)
	"Anoka County, MN"	"27003"	"2010"	"2010"	"20-24 years"	"20-24"	14	18480	75.76 (Unreliable)
	"Anoka County, MN"	"27003"	"2010"	"2010"	"25-34 years"	"25-34"	29	43632	66.46
	"Anoka County, MN"	"27003"	"2010"	"2010"	"35-44 years"	"35-44"	66	48295	136.66
	"Anoka County, MN"	"27003"	"2010"	"2010"	"45-54 years"	"45-54"	141	55929	252.11
	"Anoka County, MN"	"27003"	"2010"	"2010"	"55-64 years"	"55-64"	233	38054	612.29
	"Anoka County, MN"	"27003"	"2010"	"2010"	"65-74 years"	"65-74"	329	19556	1682.35
	"Anoka County, MN"	"27003"	"2010"	"2010"	"75-84 years"	"75-84"	432	9536	4530.20
	"Anoka County, MN"	"27003"	"2010"	"2010"	"85+ years"	"85+"	405	3140	12898.09
	"Anoka County, MN"	"27003"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2011"	"2011"	"< 1 year"	"1"	19	4061	467.87 (Unreliable)
	"Anoka County, MN"	"27003"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	17838	Suppressed
	"Anoka County, MN"	"27003"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	23538	Suppressed
	"Anoka County, MN"	"27003"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	24063	Suppressed
	"Anoka County, MN"	"27003"	"2011"	"2011"	"15-19 years"	"15-19"	12	23421	51.24 (Unreliable)
	"Anoka County, MN"	"27003"	"2011"	"2011"	"20-24 years"	"20-24"	13	18595	69.91 (Unreliable)
	"Anoka County, MN"	"27003"	"2011"	"2011"	"25-34 years"	"25-34"	34	43970	77.33
	"Anoka County, MN"	"27003"	"2011"	"2011"	"35-44 years"	"35-44"	41	46910	87.40
	"Anoka County, MN"	"27003"	"2011"	"2011"	"45-54 years"	"45-54"	158	56082	281.73
	"Anoka County, MN"	"27003"	"2011"	"2011"	"55-64 years"	"55-64"	254	40416	628.46
	"Anoka County, MN"	"27003"	"2011"	"2011"	"65-74 years"	"65-74"	352	20475	1719.17
	"Anoka County, MN"	"27003"	"2011"	"2011"	"75-84 years"	"75-84"	444	10040	4422.31
	"Anoka County, MN"	"27003"	"2011"	"2011"	"85+ years"	"85+"	479	3429	13969.09
	"Anoka County, MN"	"27003"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2012"	"2012"	"< 1 year"	"1"	22	4056	542.41
	"Anoka County, MN"	"27003"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	17533	Suppressed
	"Anoka County, MN"	"27003"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	23582	Suppressed
	"Anoka County, MN"	"27003"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	23877	Suppressed
	"Anoka County, MN"	"27003"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	23038	Suppressed
	"Anoka County, MN"	"27003"	"2012"	"2012"	"20-24 years"	"20-24"	15	19341	77.56 (Unreliable)
	"Anoka County, MN"	"27003"	"2012"	"2012"	"25-34 years"	"25-34"	34	44606	76.22
	"Anoka County, MN"	"27003"	"2012"	"2012"	"35-44 years"	"35-44"	46	46441	99.05
	"Anoka County, MN"	"27003"	"2012"	"2012"	"45-54 years"	"45-54"	173	55684	310.68
	"Anoka County, MN"	"27003"	"2012"	"2012"	"55-64 years"	"55-64"	257	41342	621.64
	"Anoka County, MN"	"27003"	"2012"	"2012"	"65-74 years"	"65-74"	322	22403	1437.31
	"Anoka County, MN"	"27003"	"2012"	"2012"	"75-84 years"	"75-84"	439	10409	4217.50
	"Anoka County, MN"	"27003"	"2012"	"2012"	"85+ years"	"85+"	438	3666	11947.63
	"Anoka County, MN"	"27003"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2013"	"2013"	"< 1 year"	"1"	18	4053	444.12 (Unreliable)
	"Anoka County, MN"	"27003"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	17522	Suppressed
	"Anoka County, MN"	"27003"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	23470	Suppressed
	"Anoka County, MN"	"27003"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	23970	Suppressed
	"Anoka County, MN"	"27003"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	22475	Suppressed
	"Anoka County, MN"	"27003"	"2013"	"2013"	"20-24 years"	"20-24"	16	19915	80.34 (Unreliable)
	"Anoka County, MN"	"27003"	"2013"	"2013"	"25-34 years"	"25-34"	30	45198	66.37
	"Anoka County, MN"	"27003"	"2013"	"2013"	"35-44 years"	"35-44"	53	46072	115.04
	"Anoka County, MN"	"27003"	"2013"	"2013"	"45-54 years"	"45-54"	153	54837	279.01
	"Anoka County, MN"	"27003"	"2013"	"2013"	"55-64 years"	"55-64"	262	42757	612.77
	"Anoka County, MN"	"27003"	"2013"	"2013"	"65-74 years"	"65-74"	366	23940	1528.82
	"Anoka County, MN"	"27003"	"2013"	"2013"	"75-84 years"	"75-84"	477	10763	4431.85
	"Anoka County, MN"	"27003"	"2013"	"2013"	"85+ years"	"85+"	490	3935	12452.35
	"Anoka County, MN"	"27003"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2014"	"2014"	"< 1 year"	"1"	12	4307	278.62 (Unreliable)
	"Anoka County, MN"	"27003"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	17315	Suppressed
	"Anoka County, MN"	"27003"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	23317	Suppressed
	"Anoka County, MN"	"27003"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	24040	Suppressed
	"Anoka County, MN"	"27003"	"2014"	"2014"	"15-19 years"	"15-19"	11	22264	49.41 (Unreliable)
	"Anoka County, MN"	"27003"	"2014"	"2014"	"20-24 years"	"20-24"	22	20131	109.28
	"Anoka County, MN"	"27003"	"2014"	"2014"	"25-34 years"	"25-34"	33	45297	72.85
	"Anoka County, MN"	"27003"	"2014"	"2014"	"35-44 years"	"35-44"	66	45830	144.01
	"Anoka County, MN"	"27003"	"2014"	"2014"	"45-54 years"	"45-54"	126	54039	233.16
	"Anoka County, MN"	"27003"	"2014"	"2014"	"55-64 years"	"55-64"	270	44280	609.76
	"Anoka County, MN"	"27003"	"2014"	"2014"	"65-74 years"	"65-74"	383	25392	1508.35
	"Anoka County, MN"	"27003"	"2014"	"2014"	"75-84 years"	"75-84"	472	11184	4220.31
	"Anoka County, MN"	"27003"	"2014"	"2014"	"85+ years"	"85+"	534	4185	12759.86
	"Anoka County, MN"	"27003"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2015"	"2015"	"< 1 year"	"1"	13	4162	312.35 (Unreliable)
	"Anoka County, MN"	"27003"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	17295	Suppressed
	"Anoka County, MN"	"27003"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	23442	Suppressed
	"Anoka County, MN"	"27003"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	23991	Suppressed
	"Anoka County, MN"	"27003"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	22031	Suppressed
	"Anoka County, MN"	"27003"	"2015"	"2015"	"20-24 years"	"20-24"	18	20370	88.37 (Unreliable)
	"Anoka County, MN"	"27003"	"2015"	"2015"	"25-34 years"	"25-34"	44	45315	97.10
	"Anoka County, MN"	"27003"	"2015"	"2015"	"35-44 years"	"35-44"	64	45402	140.96
	"Anoka County, MN"	"27003"	"2015"	"2015"	"45-54 years"	"45-54"	135	53018	254.63
	"Anoka County, MN"	"27003"	"2015"	"2015"	"55-64 years"	"55-64"	287	46087	622.74
	"Anoka County, MN"	"27003"	"2015"	"2015"	"65-74 years"	"65-74"	390	26697	1460.84
	"Anoka County, MN"	"27003"	"2015"	"2015"	"75-84 years"	"75-84"	490	11671	4198.44
	"Anoka County, MN"	"27003"	"2015"	"2015"	"85+ years"	"85+"	587	4341	13522.23
	"Anoka County, MN"	"27003"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2016"	"2016"	"< 1 year"	"1"	20	4188	477.55
	"Anoka County, MN"	"27003"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	17433	Suppressed
	"Anoka County, MN"	"27003"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	23127	Suppressed
	"Anoka County, MN"	"27003"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	24016	Suppressed
	"Anoka County, MN"	"27003"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	22050	Suppressed
	"Anoka County, MN"	"27003"	"2016"	"2016"	"20-24 years"	"20-24"	14	20313	68.92 (Unreliable)
	"Anoka County, MN"	"27003"	"2016"	"2016"	"25-34 years"	"25-34"	41	45421	90.27
	"Anoka County, MN"	"27003"	"2016"	"2016"	"35-44 years"	"35-44"	66	45205	146.00
	"Anoka County, MN"	"27003"	"2016"	"2016"	"45-54 years"	"45-54"	124	51951	238.69
	"Anoka County, MN"	"27003"	"2016"	"2016"	"55-64 years"	"55-64"	321	47588	674.54
	"Anoka County, MN"	"27003"	"2016"	"2016"	"65-74 years"	"65-74"	413	27786	1486.36
	"Anoka County, MN"	"27003"	"2016"	"2016"	"75-84 years"	"75-84"	485	12308	3940.53
	"Anoka County, MN"	"27003"	"2016"	"2016"	"85+ years"	"85+"	575	4571	12579.30
	"Anoka County, MN"	"27003"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Becker County, MN"	"27005"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	351	Suppressed
	"Becker County, MN"	"27005"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	1518	Suppressed
	"Becker County, MN"	"27005"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	2034	Suppressed
